id,record_type,category,title,organization,subtitle,role_family,type,industry,region,country,location,availability_status,published_date,expiry_date,last_checked,posted_text,source,source_quality,source_quality_label,verification_level,match_score,fit,priority_tier,url,notes
social-job-008,Social Media Opportunity,job,Senior Enterprise Architect (Banking or FinTech Experience),Advansys,Advansys,Employer vacancy,Employer vacancy,Employer vacancy,Egypt,Egypt,"Cairo, Egypt",Available,,,2026-07-27,Recently indexed,LinkedIn,A,Official or direct employer source,Banking or FinTech experience is a material requirement and may reduce practical eligibility.,96,High,Priority 1,https://www.linkedin.com/jobs/view/4408807803/,"Strong enterprise architecture, cloud, integration, microservices, API, governance and transformation match. Verification: Banking or FinTech experience is a material requirement and may reduce practical eligibility."
job-r4a-004,Remote4Africa Vacancy,job,Senior Manager - Technical Program Management,Internet Software & Services Company,Internet Software & Services Company,Technical Program Management,Technical Program Management,Technical Program Management,Remote / Global,Global,Anywhere in the World,Live Search,,,2026-07-27,12 June 2026,Remote4Africa,B,Verified remote-job platform; employer identity may be hidden,Public Remote4Africa listing / search result,96,High,Priority 1,https://remote4africa.com/remote-jobs/mu?page=10,"Strong alignment with national-scale program governance, multidisciplinary technical-team leadership, dependencies, risk and executive reporting. Eligibility: Publicly listed in Remote4Africa regional results. Confirm the employer and complete requirements on the platform."
job-r4a-005,Remote4Africa Vacancy,job,"Senior Project Manager, Streaming Intelligence & Data Platform",Software Development Company,Software Development Company,Data Platform Program Delivery,Data Platform Program Delivery,Data Platform Program Delivery,Remote / Global,Global,Anywhere in the World,Live Search,,,2026-07-27,31 May 2026,Remote4Africa,B,Verified remote-job platform; employer identity may be hidden,Public Remote4Africa listing / search result,96,High,Priority 1,https://remote4africa.com/jobs/search?q=project+manager,"High match with data platforms, national data-warehouse delivery, reporting architecture and cross-functional project governance. Eligibility: Visible in current project-management and technology search results."
social-job-009,Social Media Opportunity,job,Enterprise Architect,Socium - Teams Done Differently,Socium - Teams Done Differently,Recruiter vacancy,Recruiter vacancy,Recruiter vacancy,Egypt,Egypt,"New Cairo, Egypt",Possibly Available,,,2026-07-27,Indexed about 3 months ago,LinkedIn,B,Public social post requiring recheck,The role requests 15+ years of enterprise-architecture experience and core-banking knowledge.,95,High,Priority 1,https://www.linkedin.com/jobs/view/4351946648/,"Strong fit for architecture governance, standards, future-state roadmaps, executive relationships and broad business, data, application and technology architecture. Verification: The role requests 15+ years of enterprise-architecture experience and core-banking knowledge."
job-r4a-006,Remote4Africa Vacancy,job,Senior Product Manager – Cloud Infrastructure & Platform,Internet Software & Services Company,Internet Software & Services Company,Cloud Platform Leadership,Cloud Platform Leadership,Cloud Platform Leadership,Remote / Global,Global,Anywhere in the World,Live Search,,,2026-07-27,16 June 2026,Remote4Africa,B,Verified remote-job platform; employer identity may be hidden,Public Remote4Africa listing / search result,95,High,Priority 1,https://remote4africa.com/jobs/search?q=product+manager,"Strong platform-strategy and cloud-infrastructure fit, especially for private cloud, developer experience, reliability and enterprise operations. Eligibility: Product-management depth is important; position your enterprise-platform ownership and architecture-roadmap experience."
job-r4a-007,Remote4Africa Vacancy,job,Digital Health Senior Associate,Business Consulting and Services Company,Business Consulting and Services Company,Digital Health Consulting,Digital Health Consulting,Digital Health Consulting,Africa,South Africa / Kenya,South Africa / Kenya,Live Search,,,2026-07-27,22 July 2026,Remote4Africa,B,Verified remote-job platform; employer identity may be hidden,Public Remote4Africa listing / search result,94,High,Priority 2,https://remote4africa.com/jobs/search?q=Health,"Excellent sector alignment with digital health, health systems, data, transformation advisory and public-sector stakeholder engagement. Eligibility: The public result specifies South Africa or Kenya. Confirm whether applicants based in Egypt are eligible."
job-01582,Official Vacancy,job,"Sr. Program Manager, Ops Integration",Amazon,Amazon,Program Delivery,Program Delivery,Other Multinational & Enterprise,Egypt,Egypt,Cairo,Available,2026-06-22,,2026-07-24,Official listing,Official employer careers,A,Official employer / primary source,Official,94,High,,https://www.amazon.jobs/en/search?country=EGY&loc_query=Egypt,"Amazon Job ID 10454746. Operations integration, program leadership and cross-functional delivery."
job-r4a-008,Remote4Africa Vacancy,job,Technical Project Manager (IT & Infrastructure),Human Resource Services Company,Human Resource Services Company,IT Infrastructure Program Delivery,IT Infrastructure Program Delivery,IT Infrastructure Program Delivery,Southern Africa,South Africa,South Africa,Possibly Available,,,2026-07-27,3 June 2026,Remote4Africa,B,Verified remote-job platform; employer identity may be hidden,Public Remote4Africa listing / search result,93,High,Priority 2,https://remote4africa.com/jobs/technical-project-manager-it-infrastructure-5,"Strong match with infrastructure, security, internal systems, production support, reliability, change controls and project leadership. Eligibility: The listing is restricted to South Africa in the public result."
job-01583,Official Vacancy,job,"Launch Program Manager, Amazon Now",Amazon,Amazon,Program Delivery,Program Delivery,Other Multinational & Enterprise,Egypt,Egypt,Cairo,Available,2026-06-23,,2026-07-24,Official listing,Official employer careers,A,Official employer / primary source,Official,92,High,,https://www.amazon.jobs/en/search?country=EGY&loc_query=Egypt,"Amazon Job ID 10456264. Program strategy, end-to-end delivery, metrics and senior-stakeholder communication."
job-r4a-010,Remote4Africa Vacancy,job,Lead Solution Architect,Financial Services / FinTech Company,Financial Services / FinTech Company,Solution Architecture,Solution Architecture,Solution Architecture,Southern Africa,South Africa,South Africa · Hybrid,Possibly Available,,,2026-07-27,20 March 2026,Remote4Africa,B,Verified remote-job platform; employer identity may be hidden,Public Remote4Africa listing / search result,92,High,Priority 2,https://remote4africa.com/jobs/lead-solution-architect,"Strong senior architecture fit covering enterprise solutions, stakeholder leadership and transformation within a regulated environment. Eligibility: South Africa-based hybrid role; verify residency or work-authorisation requirements."
job-r4a-009,Remote4Africa Vacancy,job,"Managing Consultant - Process, Service & Digital Transformation",Business Consulting and Services Company,Business Consulting and Services Company,Transformation Consulting,Transformation Consulting,Transformation Consulting,West Africa,Nigeria,Nigeria · Hybrid,Possibly Available,,,2026-07-27,25 April 2026,Remote4Africa,B,Verified remote-job platform; employer identity may be hidden,Public Remote4Africa listing / search result,92,High,Priority 2,https://remote4africa.com/jobs/managing-consultant-process-service-digital-transformation,"Strong match with transformation strategy, operating models, process modernization, governance and senior advisory work. Eligibility: Nigeria-based hybrid listing. Confirm location flexibility."
job-r4a-012,Remote4Africa Vacancy,job,Specialist Solution Architect,Financial Services / FinTech Company,Financial Services / FinTech Company,Solution Architecture,Solution Architecture,Solution Architecture,Southern Africa,South Africa,South Africa · Hybrid,Possibly Available,,,2026-07-27,1 May 2026,Remote4Africa,B,Verified remote-job platform; employer identity may be hidden,Public Remote4Africa listing / search result,91,High,Priority 2,https://remote4africa.com/jobs/specialist-solution-architect,"Good match for solution design, integration, architecture governance and senior stakeholder engagement. Eligibility: South Africa-based role. Sector knowledge and local eligibility may be required."
job-r4a-011,Remote4Africa Vacancy,job,Technical Project Manager,Business Consulting and Services Company,Business Consulting and Services Company,Technical Project Management,Technical Project Management,Technical Project Management,Remote / Global,Global,Anywhere in Africa / Worldwide,Possibly Available,,,2026-07-27,24 May 2026,Remote4Africa,B,Verified remote-job platform; employer identity may be hidden,Public Remote4Africa listing / search result,91,High,Priority 2,https://remote4africa.com/jobs/technical-project-manager-18,"Relevant technical-delivery role coordinating development, QA, integration teams, stakeholders and release planning. Eligibility: Public page indicates a global remote region. Confirm seniority and domain fit."
job-01584,Official Vacancy,job,"Program Manager - QC Inventory Health, Supply Chain",Amazon,Amazon,Supply Chain Transformation,Supply Chain Transformation,Healthcare & Life Sciences,Egypt,Egypt,Cairo,Available,2026-07-01,,2026-07-24,Official listing,Official employer careers,A,Official employer / primary source,Official,90,High,,https://amazon.jobs/es/search?base_query=&country=EGY&loc_query=Egypt&sort=relevant,Amazon Job ID 10463444. Cross-functional technology and operations program improvement using data and metrics.
job-r4a-013,Remote4Africa Vacancy,job,Project Operations Manager,IT / Telecommunication Services Company,IT / Telecommunication Services Company,Technology Operations & Delivery,Technology Operations & Delivery,Technology Operations & Delivery,Egypt,Egypt,"Cairo, Egypt",Possibly Available,,,2026-07-27,9 May 2026,Remote4Africa,B,Verified remote-job platform; employer identity may be hidden,Public Remote4Africa listing / search result,90,High,Priority 2,https://remote4africa.com/jobs/project-operations-manager-2,"Strong local match for project coordination, operational governance, portfolio visibility and stakeholder alignment. Eligibility: Cairo-based listing. Confirm whether the seniority and compensation match your level."
job-01585,Official Vacancy,job,Global Continuous Improvement & Governance Lead,Unilever,Unilever,Governance & Continuous Improvement,Governance & Continuous Improvement,Automotive & Mobility,Egypt,Egypt,6th of October City,Available,2026-07-22,,2026-07-24,Official listing,Official employer careers,A,Official employer / primary source,Official,88,High,,https://careers.unilever.com/en/Egypt,Current official Unilever Egypt listing focused on governance and continuous improvement. Verify details on the official career page.
job-01586,Official Vacancy,job,"Program Manager Inventory, Supply Chain",Amazon,Amazon,Supply Chain Transformation,Supply Chain Transformation,Supply Chain & Logistics,Egypt,Egypt,Cairo,Available,2026-06-22,,2026-07-24,Official listing,Official employer careers,A,Official employer / primary source,Official,88,High,,https://www.amazon.jobs/en/search?country=EGY&loc_query=Egypt,"Amazon Job ID 10454589. Inventory, supply-chain program management and data-driven improvement."
job-01587,Official Vacancy,job,Category Manager - Terminal Procurement,A.P. Moller - Maersk,A.P. Moller - Maersk,Supply Chain & Procurement,Supply Chain & Procurement,Supply Chain & Logistics,GCC,United Arab Emirates,Dubai,Available,2026-07-09,,2026-07-24,Official listing,Official employer careers,A,Official employer / primary source,Official,82,High,,https://www.maersk.com/careers/vacancies/wd/Category-Manager--Terminal-Procurement_R187082/jt-category-manager-terminal-procurement,International sourcing and terminal procurement within a global integrated logistics group.
job-01588,Official Vacancy,job,Egypt Warehouse Assistant Manager,Unilever,Unilever,Supply Chain Leadership,Supply Chain Leadership,Supply Chain & Logistics,Egypt,Egypt,6th of October City,Available,2026-07-22,,2026-07-24,Official listing,Official employer careers,A,Official employer / primary source,Official,80,High,,https://careers.unilever.com/en/Egypt,Current official Unilever Egypt listing in warehouse and supply-chain leadership.
job-01589,Official Vacancy,job,"Operations City Manager, UAF",Amazon,Amazon,Operations Leadership,Operations Leadership,Supply Chain & Logistics,Egypt,Egypt,Cairo,Available,2026-07-02,,2026-07-24,Official listing,Official employer careers,A,Official employer / primary source,Official,78,Medium,,https://amazon.jobs/es/search?base_query=&country=EGY&loc_query=Egypt&sort=relevant,Amazon Job ID 10464467. Logistics and operational leadership.
job-00190,Platform-Indexed Vacancy,job,Enterprise and Solution Architect,Nagarro,Nagarro,Enterprise Architecture,Enterprise Architecture,Technology & Consulting,GCC,Oman,Muscat,Possibly Available,2026-07-18,,2026-07-20,Listed 2 days ago,LinkedIn,B,Recognized job platform,Platform,70,Medium,,https://om.linkedin.com/jobs/view/enterpise-and-solution-architect-at-nagarro-4436993214,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00709,Verified Vacancy,job,"Enterprise Architect, Data Integration and BI",Myers-Holum,Myers-Holum,Enterprise Architecture,Enterprise Architecture,Technology & Consulting,Remote / Global,Worldwide,Remote / location dependent,Available,,,2026-07-20,Current Greenhouse listing,Greenhouse,A,Official / primary source,Official,70,Medium,,https://job-boards.greenhouse.io/mhi/jobs/6571212003,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-01158,Platform-Indexed Vacancy,job,"Director, Digital Health and Informatics",Last Mile Health,Last Mile Health,Healthcare IT,Healthcare IT,Healthcare & Life Sciences,Africa,Kenya,Kenya,Possibly Available,2026-07-06,,2026-07-20,Listed 2 weeks ago,LinkedIn current search,B,Recognized job platform,Platform,68,Medium,,https://ke.linkedin.com/jobs/it-director-jobs,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00010,Platform-Indexed Vacancy,job,Architecture Advisor Expert,SAP,SAP,Enterprise Architecture,Enterprise Architecture,Technology & Consulting,Egypt,Egypt,Cairo,Possibly Available,2026-07-06,,2026-07-20,Listed 2 weeks ago,LinkedIn current search,B,Recognized job platform,Platform,67,Medium,,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00013,Platform-Indexed Vacancy,job,Enterprise Architect,Veeam Software,Veeam Software,Enterprise Architecture,Enterprise Architecture,Technology & Consulting,Egypt,Egypt,Egypt,Possibly Available,2026-07-13,,2026-07-20,Listed 1 week ago,LinkedIn current search,B,Recognized job platform,Platform,67,Medium,,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00011,Platform-Indexed Vacancy,job,ETIC Solution Architecture Director,PwC,PwC,Solution Architecture,Solution Architecture,Other Multinational & Enterprise,Egypt,Egypt,Cairo,Possibly Available,2026-07-06,,2026-07-20,Listed 2 weeks ago,LinkedIn current search,B,Recognized job platform,Platform,67,Medium,,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00171,Platform-Indexed Vacancy,job,Enterprise Architecture Manager,Linnk Group,Linnk Group,Enterprise Architecture,Enterprise Architecture,Technology & Consulting,GCC,Saudi Arabia,Riyadh,Possibly Available,2026-07-20,,2026-07-20,Listed 6 hours ago,LinkedIn current search,B,Recognized job platform,Platform,66,Medium,,https://sa.linkedin.com/jobs/it-leadership-jobs,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00188,Platform-Indexed Vacancy,job,Enterprise Solutions Architect - Presales Expert,DXC Technology,DXC Technology,Enterprise Architecture,Enterprise Architecture,Technology & Consulting,GCC,United Arab Emirates,Dubai,Possibly Available,2026-07-18,,2026-07-20,Listed 2 days ago,LinkedIn,B,Recognized job platform,Platform,66,Medium,,https://ae.linkedin.com/jobs/view/enterprise-solutions-architect-presales-expert-at-dxc-technology-4427440228,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00181,Platform-Indexed Vacancy,job,Senior Manager - Enterprise Architect,Mace,Mace,Enterprise Architecture,Enterprise Architecture,Technology & Consulting,GCC,Saudi Arabia,Riyadh,Possibly Available,2026-07-15,,2026-07-20,Listed 5 days ago,LinkedIn current search,B,Recognized job platform,Platform,66,Medium,,https://sa.linkedin.com/jobs/senior-manager-consulting-services-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00175,Platform-Indexed Vacancy,job,Solution Architect - Enterprise,Riyadh Air,Riyadh Air,Solution Architecture,Solution Architecture,Technology & Consulting,GCC,Saudi Arabia,Riyadh,Possibly Available,2026-07-06,,2026-07-20,Listed 2 weeks ago,LinkedIn current search,B,Recognized job platform,Platform,66,Medium,,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00177,Platform-Indexed Vacancy,job,Solution Enterprise Architect,CoorB,CoorB,Enterprise Architecture,Enterprise Architecture,Technology & Consulting,GCC,Saudi Arabia,Riyadh,Possibly Available,2026-07-19,,2026-07-20,Listed 1 day ago,LinkedIn current search,B,Recognized job platform,Platform,66,Medium,,https://sa.linkedin.com/jobs/digital-transformation-advisor-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00708,Verified Vacancy,job,Solution/Enterprise Architect - Martech Consolidation,Exadel,Exadel,Enterprise Architecture,Enterprise Architecture,Technology & Consulting,Remote / Global,Worldwide,Remote / contract,Available,,,2026-07-20,Current Greenhouse listing,Greenhouse,A,Official / primary source,Official,66,Medium,,https://job-boards.greenhouse.io/externaljobboards/jobs/6109259004,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00710,Verified Vacancy,job,Transformation Architect - Northern Europe,Zscaler,Zscaler,Enterprise Architecture,Enterprise Architecture,Technology & Consulting,Remote / Global,Worldwide,Remote Northern Europe,Available,,,2026-07-20,Remote listing,Greenhouse,A,Official / primary source,Official,66,Medium,,https://job-boards.greenhouse.io/zscaler/jobs/4998839007,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00008,Platform-Indexed Vacancy,job,Associate Director - MENA Chief Data Officer,EY,EY,Data & Governance,Data & Governance,Technology & Consulting,Egypt,Egypt,Cairo,Possibly Available,2026-07-20,,2026-07-20,Listed 13 hours ago,LinkedIn current search,B,Recognized job platform,Platform,65,Medium,,https://eg.linkedin.com/jobs/digital-transformation-manager-jobs?countryRedirected=1,"Verify eligibility, deadline and work authorization on the linked source before applying."
job-00051,Platform-Indexed Vacancy,job,Data Governance Manager — Bayt Live Search,Egypt,Egypt,Live Job Search,Live Job Search,Technology & Consulting,Egypt,Egypt,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,Bayt,B,Recognized job platform,Platform,65,Medium,,https://www.bayt.com/en/egypt/jobs/Data%20Governance%20Manager-jobs/,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00220,Platform-Indexed Vacancy,job,Data Governance Manager — Bayt Live Search,Saudi Arabia,Saudi Arabia,Live Job Search,Live Job Search,Technology & Consulting,GCC,Saudi Arabia,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,Bayt,B,Recognized job platform,Platform,65,Medium,,https://www.bayt.com/en/saudi-arabia/jobs/Data%20Governance%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00295,Platform-Indexed Vacancy,job,Data Governance Manager — Bayt Live Search,United Arab Emirates,United Arab Emirates,Live Job Search,Live Job Search,Technology & Consulting,GCC,United Arab Emirates,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,Bayt,B,Recognized job platform,Platform,65,Medium,,https://www.bayt.com/en/united-arab-emirates/jobs/Data%20Governance%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00370,Platform-Indexed Vacancy,job,Data Governance Manager — Bayt Live Search,Qatar,Qatar,Live Job Search,Live Job Search,Technology & Consulting,GCC,Qatar,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,Bayt,B,Recognized job platform,Platform,65,Medium,,https://www.bayt.com/en/qatar/jobs/Data%20Governance%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00445,Platform-Indexed Vacancy,job,Data Governance Manager — Bayt Live Search,Kuwait,Kuwait,Live Job Search,Live Job Search,Technology & Consulting,GCC,Kuwait,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,Bayt,B,Recognized job platform,Platform,65,Medium,,https://www.bayt.com/en/kuwait/jobs/Data%20Governance%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00520,Platform-Indexed Vacancy,job,Data Governance Manager — Bayt Live Search,Oman,Oman,Live Job Search,Live Job Search,Technology & Consulting,GCC,Oman,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,Bayt,B,Recognized job platform,Platform,65,Medium,,https://www.bayt.com/en/oman/jobs/Data%20Governance%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00595,Platform-Indexed Vacancy,job,Data Governance Manager — Bayt Live Search,Bahrain,Bahrain,Live Job Search,Live Job Search,Technology & Consulting,GCC,Bahrain,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,Bayt,B,Recognized job platform,Platform,65,Medium,,https://www.bayt.com/en/bahrain/jobs/Data%20Governance%20Manager-jobs/,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00052,Platform-Indexed Vacancy,job,Data Governance Manager — Google Live Search,Egypt,Egypt,Live Job Search,Live Job Search,Technology & Consulting,Egypt,Egypt,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,Google,B,Direct organization or specialist source,Direct,65,Medium,,https://www.google.com/search?q=Egypt+Data+Governance+Manager+jobs+posted+this+week,"Egypt live-search pack. This is a live search link, not one fixed vacancy."
job-00219,Platform-Indexed Vacancy,job,Data Governance Manager — GulfTalent Live Search,Saudi Arabia,Saudi Arabia,Live Job Search,Live Job Search,Technology & Consulting,GCC,Saudi Arabia,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,GulfTalent,B,Recognized job platform,Platform,65,Medium,,https://www.gulftalent.com/jobs?keywords=Data+Governance+Manager,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00294,Platform-Indexed Vacancy,job,Data Governance Manager — GulfTalent Live Search,United Arab Emirates,United Arab Emirates,Live Job Search,Live Job Search,Technology & Consulting,GCC,United Arab Emirates,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,GulfTalent,B,Recognized job platform,Platform,65,Medium,,https://www.gulftalent.com/jobs?keywords=Data+Governance+Manager,"GCC live-search pack. This is a live search link, not one fixed vacancy."
job-00369,Platform-Indexed Vacancy,job,Data Governance Manager — GulfTalent Live Search,Qatar,Qatar,Live Job Search,Live Job Search,Technology & Consulting,GCC,Qatar,Live / varies,Possibly Available,,,2026-07-20,Live search sorted toward newest results,GulfTalent,B,Recognized job platform,Platform,65,Medium,,https://www.gulftalent.com/jobs?keywords=Data+Governance+Manager,"GCC live-search pack. This is a live search link, not one fixed vacancy."
